City,State,Origin,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,total
Plymouth,Minnesota,Moldova,2,0,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,19
Baton Rouge,Louisiana,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,19
Port Lavaca,Texas,Burma,0,0,0,2,0,0,0,1,0,9,0,0,0,1,2,2,2,19
Baton Rouge,Louisiana,Congo,0,0,1,0,0,0,2,15,0,0,0,1,0,0,0,0,0,19
Mesquite,Texas,Iraq,0,0,0,0,0,0,9,1,3,1,1,0,0,0,3,1,0,19
Virginia Beach,Virginia,Iran,3,5,1,0,0,1,0,0,2,0,5,2,0,0,0,0,0,19
Des Moines,Washington,Iraq,0,0,0,0,0,0,0,1,1,0,0,7,7,3,0,0,0,19
Cohoes,New York,Ukraine,0,1,0,0,2,0,0,0,0,0,3,0,2,1,10,0,0,19
Montgomery Village,Maryland,Sierra Leone,0,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Colorado Springs,Colorado,Vietnam,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19
New York,New York,Sudan,0,0,2,1,0,0,0,0,0,1,12,1,0,1,1,0,0,19
Kenmore,New York,Iraq,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,19
Falls Church,Virginia,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,19
Chino,California,Iraq,0,0,0,0,0,0,6,5,1,7,0,0,0,0,0,0,0,19
Des Moines,Iowa,Rwanda,0,0,0,5,0,0,12,1,0,0,1,0,0,0,0,0,0,19
Florence,Kentucky,Burma,0,0,0,0,0,2,3,0,0,3,0,1,10,0,0,0,0,19
West Chicago,Illinois,Burma,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,1,0,19
Raleigh,North Carolina,Ukraine,6,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
Cheverly,Maryland,Sierra Leone,0,7,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,19
Kent,Washington,Kyrgyzstan,0,5,0,0,0,0,0,0,0,6,0,0,0,1,0,0,7,19
Los Gatos,California,Ukraine,0,0,0,0,2,0,0,0,0,3,0,3,1,1,2,7,0,19
Mobile,Alabama,Pakistan,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,19
Denver,Colorado,"Korea, North",0,0,0,0,0,2,5,0,2,1,4,1,1,2,1,0,0,19
Kettering,Ohio,Iraq,0,0,0,0,0,0,9,0,0,0,0,2,8,0,0,0,0,19
Marble Falls,Texas,Iran,4,11,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,19
Knoxville,Tennessee,Vietnam,0,0,0,0,0,6,9,2,0,0,1,0,0,0,0,0,1,19
Baltimore,Maryland,Palestine,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,19
Tallahassee,Florida,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,19
Orlando,Florida,Rwanda,0,0,0,0,4,0,0,0,6,0,0,0,0,1,4,0,4,19
Coatesville,Pennsylvania,Sierra Leone,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,19
Santa Clara,California,Eritrea,0,0,0,0,1,1,1,2,9,2,3,0,0,0,0,0,0,19
Vancouver,Washington,Vietnam,9,0,0,3,1,0,0,0,0,0,0,0,0,3,0,3,0,19
Plymouth,Minnesota,Ukraine,0,0,3,6,2,0,0,3,0,0,0,0,0,0,5,0,0,19
Richardson,Texas,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,19
Boca Raton,Florida,Cuba,0,0,3,4,0,1,8,0,0,0,0,0,3,0,0,0,0,19
Santa Clara,California,Iran,4,0,1,4,1,0,2,6,0,0,0,1,0,0,0,0,0,19
Charlottesville,Virginia,Congo,0,0,0,6,0,0,0,2,2,0,3,5,0,0,0,1,0,19
Columbus,Ohio,Vietnam,0,0,3,4,5,0,2,2,3,0,0,0,0,0,0,0,0,19
Vallejo,California,Liberia,1,0,1,14,1,0,2,0,0,0,0,0,0,0,0,0,0,19
Hampton,Virginia,Togo,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
Anoka,Minnesota,Liberia,0,5,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,19
Bridgewater,Virginia,Russia,0,0,0,10,5,4,0,0,0,0,0,0,0,0,0,0,0,19
Saginaw,Michigan,Iraq,0,0,0,0,0,0,7,1,0,2,0,9,0,0,0,0,0,19
Clearwater,Florida,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,19
Lakewood,Colorado,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19
Chattanooga,Tennessee,Russia,0,0,3,0,10,0,0,0,0,0,0,0,0,6,0,0,0,19
Everett,Washington,Vietnam,3,2,3,1,3,6,1,0,0,0,0,0,0,0,0,0,0,19
Goodyear,Arizona,Iraq,0,0,0,0,0,0,0,0,0,1,9,6,0,0,3,0,0,19
Greensboro,North Carolina,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,19
Arlington Heights,Illinois,Iraq,0,0,0,0,0,0,1,5,2,2,6,0,3,0,0,0,0,19
Beaverton,Oregon,Ukraine,11,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,19
Wellford,South Carolina,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,19
Grandville,Michigan,Burma,0,0,0,0,0,9,5,2,0,0,0,3,0,0,0,0,0,19
Feasterville Trevose,Pennsylvania,Ukraine,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,2,0,19
Narvon,Pennsylvania,Belarus,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19
Crescent City,California,Laos,0,0,9,2,1,7,0,0,0,0,0,0,0,0,0,0,0,19
Dover,New Jersey,Honduras,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19
San Jose,California,Rwanda,0,0,0,0,2,10,1,2,1,0,0,0,0,0,0,0,3,19
Middletown,Pennsylvania,Burma,0,0,0,0,0,0,8,7,0,0,0,0,0,1,0,0,3,19
San Marcos,Texas,Iraq,0,0,0,0,0,0,0,0,2,0,0,9,8,0,0,0,0,19
Saint Louis,Missouri,Congo,4,1,0,0,0,4,0,9,0,0,0,1,0,0,0,0,0,19
Syracuse,New York,Kazakhstan,5,3,0,0,5,0,0,0,0,0,0,0,0,4,2,0,0,19
Queens,New York,Burma,0,0,0,0,0,0,0,0,1,1,6,8,0,0,3,0,0,19
Brooklyn Center,Minnesota,Sierra Leone,4,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Cactus,Texas,Somalia,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,10,0,19
Snellville,Georgia,Somalia,0,0,5,0,12,0,0,0,0,0,0,0,1,0,1,0,0,19
Orange,California,Iraq,0,0,0,0,0,0,0,5,7,0,2,5,0,0,0,0,0,19
Wyoming,Minnesota,Laos,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Battle Creek,Michigan,Iraq,0,0,0,0,0,0,0,0,0,0,7,1,9,0,2,0,0,19
Affton,Missouri,Iraq,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,1,0,19
Alameda,California,Vietnam,7,0,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,19
New Britain,Connecticut,Bosnia and Herzegovina,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Champaign,Illinois,Liberia,2,10,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,19
Matthews,North Carolina,Russia,1,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,19
Round Rock,Texas,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,19
Columbia,Missouri,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19
Crimora,Virginia,Cuba,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19
New Haven,Connecticut,Palestine,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,19
Norcross,Georgia,Bhutan,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19
Scottdale,Georgia,Somalia,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Sun Prairie,Wisconsin,Laos,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19
Snohomish,Washington,Belarus,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Athens,Georgia,Iraq,0,0,0,0,0,0,5,6,5,0,0,1,2,0,0,0,0,19
Penn Laird,Virginia,Belarus,0,0,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,19
Moline,Illinois,Eritrea,0,0,0,0,12,1,0,3,1,0,2,0,0,0,0,0,0,19
Broomfield,Colorado,Russia,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
San Bernardino,California,Vietnam,2,2,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19
Mounds View,Minnesota,Ethiopia,0,0,0,0,0,0,0,2,14,0,0,0,0,3,0,0,0,19
Seatac,Washington,Eritrea,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,14,19
Severn,Maryland,Burma,0,0,0,0,0,7,2,2,6,1,0,1,0,0,0,0,0,19
South Coatesville,Pennsylvania,Liberia,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Rockford,Illinois,Bosnia and Herzegovina,6,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Denton,Texas,Iraq,0,0,0,0,0,0,6,0,4,0,0,5,2,0,2,0,0,19
Los Angeles,California,Moldova,0,4,3,0,4,0,0,0,0,0,0,0,4,0,0,4,0,19
Alpharetta,Georgia,Somalia,0,0,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,19
Chippewa Falls,Wisconsin,Laos,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19
San Jose,California,"Korea, North",0,0,0,0,0,0,0,3,1,3,3,4,2,0,1,0,2,19
Louisville,Kentucky,Sierra Leone,0,3,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19
Glendale,Arizona,Republic of South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,18
Arlington,Virginia,Eritrea,0,0,3,5,0,0,0,0,3,5,0,2,0,0,0,0,0,18
Fresno,California,Burma,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,18
Winston-Salem,North Carolina,Vietnam,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,18
Santa Clarita,California,Iran,0,0,0,1,2,0,0,5,2,0,0,2,0,6,0,0,0,18
Clarkston,Georgia,Palestine,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,18
Mayfield Heights,Ohio,Russia,9,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18
Troy,New York,Iraq,0,0,0,0,0,0,0,0,11,0,0,0,1,0,6,0,0,18
Modesto,California,Russia,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18
Stone Mountain,Georgia,Palestine,0,0,0,0,0,0,0,1,4,5,5,2,1,0,0,0,0,18
West Des Moines,Iowa,Bhutan,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,3,0,18
Rochester,New York,Belarus,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18
Colorado Springs,Colorado,Sudan,0,3,10,0,0,1,0,0,0,0,0,0,0,0,4,0,0,18
Glendale,Arizona,Rwanda,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18
Atlanta,Georgia,Moldova,0,0,0,0,0,0,0,0,0,1,0,7,0,0,10,0,0,18
Palm Desert,California,Iraq,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,18
Maplewood,Minnesota,Liberia,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Lakewood,Ohio,Palestine,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,18
Colorado Springs,Colorado,Eritrea,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,1,4,18
Atlanta,Georgia,Congo,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,18
Memphis,Tennessee,Rwanda,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,18
Champaign,Illinois,Vietnam,7,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,18
Twin Falls,Idaho,Serbia,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Kansas City,Kansas,Uzbekistan,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,18
Champlin,Minnesota,Liberia,4,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,18
Superior,Colorado,Bhutan,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,18
Covina,California,Burma,0,0,0,0,0,1,10,2,1,1,0,1,2,0,0,0,0,18
Pennsauken,New Jersey,Liberia,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Renton,Washington,Eritrea,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,3,0,18
Glendale,Arizona,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3,0,18
Boston,Massachusetts,Rwanda,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Cedar Rapids,Iowa,Burundi,0,0,0,0,3,5,0,0,5,0,0,0,0,0,5,0,0,18
Grand Rapids,Michigan,Russia,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,18
Jacksonville,Florida,Sierra Leone,0,3,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,18
Lincoln,Nebraska,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,18
Blaine,Washington,Ukraine,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,18
Bridgeport,Connecticut,Iraq,6,0,0,0,0,0,0,0,0,6,0,0,0,2,4,0,0,18
Jefferson City,Missouri,Liberia,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Cleveland,Ohio,Central African Republic,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,18
Renton,Washington,Ethiopia,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
Spokane,Washington,Serbia,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Fort Worth,Texas,Central African Republic,0,0,0,0,0,0,0,0,0,0,8,0,1,0,9,0,0,18
Fair Oaks,California,Russia,4,3,0,4,0,2,0,0,0,0,0,0,0,0,5,0,0,18
San Bernardino,California,Iraq,0,0,0,0,0,0,0,0,9,0,1,8,0,0,0,0,0,18
Alhambra,California,Vietnam,0,0,3,4,0,1,4,3,3,0,0,0,0,0,0,0,0,18
Saint Louis Park,Minnesota,Dem. Rep. Congo,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,18
Murfreesboro,Tennessee,Iraq,0,0,0,0,0,0,4,3,0,0,1,5,5,0,0,0,0,18
Gilbert,Arizona,Burma,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,18
Mechanicsburg,Pennsylvania,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,2,18
Gallatin,Tennessee,Sudan,0,4,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,18
Thornton,Colorado,Afghanistan,4,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18
Auburn,Washington,Kyrgyzstan,0,4,3,0,4,2,3,2,0,0,0,0,0,0,0,0,0,18
Ashburn,Virginia,Iran,0,0,0,3,0,0,0,3,0,4,0,2,5,0,0,1,0,18
Louisville,Kentucky,Sri Lanka (Ceylon),0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,2,0,18
Iowa City,Iowa,Iraq,0,0,0,0,0,0,0,2,0,6,0,8,0,0,0,2,0,18
Boston,Massachusetts,Togo,7,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,18
Bellevue,Washington,Iraq,0,0,0,0,0,6,0,1,0,0,0,10,1,0,0,0,0,18
Buford,Georgia,Iraq,0,0,0,0,0,0,0,0,0,0,7,0,9,0,2,0,0,18
Denver,Pennsylvania,Ukraine,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,18
Cincinnati,Ohio,Rwanda,0,0,0,0,0,0,0,0,0,6,1,11,0,0,0,0,0,18
Crystal,Minnesota,Ethiopia,0,0,14,1,2,0,1,0,0,0,0,0,0,0,0,0,0,18
Cleveland,Ohio,Cuba,0,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,0,18
Providence,Rhode Island,Equatorial Guinea,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,18
Cypress,Texas,Iraq,0,0,0,0,0,0,0,0,0,2,1,3,1,0,8,3,0,18
West Chicago,Illinois,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18
Richmond,Virginia,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,3,18
Santa Rosa,California,Eritrea,0,0,0,1,0,1,1,1,6,3,3,1,0,1,0,0,0,18
Jacksonville,Florida,Croatia,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Maryville,Tennessee,Sudan,1,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Columbia,South Carolina,Ukraine,0,0,1,0,0,0,0,0,0,8,0,9,0,0,0,0,0,18
Revere,Massachusetts,Somalia,1,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Coon Rapids,Minnesota,Sudan,1,0,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,18
Glendale Heights,Illinois,Vietnam,2,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,18
Orlando,Florida,Congo,0,0,0,0,0,0,0,0,0,0,2,6,7,0,0,0,3,18
Glendale,California,Eritrea,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,4,1,18
New Port Richey,Florida,Serbia,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Boulder,Colorado,Sudan,0,0,0,0,2,8,0,0,0,0,0,8,0,0,0,0,0,18
Montgomery Village,Maryland,Burma,0,0,0,0,0,3,0,10,0,0,5,0,0,0,0,0,0,18
Reno,Nevada,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
Hyattsville,Maryland,Ethiopia,2,4,7,0,3,0,1,0,0,0,1,0,0,0,0,0,0,18
Fraser,Michigan,Iraq,0,0,0,0,0,0,3,0,0,0,4,3,4,0,4,0,0,18
Temple City,California,Vietnam,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Muskegon,Michigan,Iraq,0,0,0,0,0,0,6,3,4,0,0,1,4,0,0,0,0,18
Albany,New York,Mauritania,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,18
Claymont,Delaware,Liberia,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
Baltimore,Maryland,Rwanda,3,5,1,1,2,0,0,1,0,0,4,0,1,0,0,0,0,18
Rochester,New York,Azerbaijan,0,6,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,18
Union City,California,Afghanistan,10,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,18
San Francisco,California,Uzbekistan,2,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,18
Brentwood,Pennsylvania,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
Clive,Iowa,Iraq,0,0,0,0,0,0,0,0,4,0,2,6,5,0,1,0,0,18
Milton,Washington,Ukraine,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18
Dalton,Georgia,Cuba,6,0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,18
Clarkston,Georgia,Central African Republic,0,0,0,0,0,0,0,0,0,3,0,6,6,0,1,2,0,18
Spanaway,Washington,Ukraine,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Taylorsville,North Carolina,Laos,0,0,15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,18
Ephrata,Pennsylvania,Belarus,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
San Jacinto,California,Iraq,0,0,0,0,0,0,6,4,0,0,8,0,0,0,0,0,0,18
Concord,New Hampshire,Ethiopia,2,3,1,4,6,0,0,2,0,0,0,0,0,0,0,0,0,18
Delta Junction,Alaska,Moldova,12,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,18
Cheverly,Maryland,Liberia,0,0,2,6,1,9,0,0,0,0,0,0,0,0,0,0,0,18
Greenfield,Wisconsin,Serbia,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Fairview,Tennessee,Iraq,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,18
Roswell,Georgia,Bhutan,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,18
Littleton,Colorado,Dem. Rep. Congo,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,18
Somerville,Massachusetts,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,18
Syracuse,New York,Uganda,0,0,4,0,0,0,0,0,0,0,0,5,0,7,0,1,1,18
Reynoldsburg,Ohio,Somalia,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,18
Riverdale,Maryland,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,18
Rockford,Illinois,Ethiopia,0,0,0,0,0,0,0,0,0,0,7,0,0,1,9,1,0,18
Buffalo,New York,Moldova,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Muscatine,Iowa,Liberia,0,0,7,0,0,0,6,0,0,0,3,0,2,0,0,0,0,18
Lititz,Pennsylvania,Burma,0,0,0,0,0,0,7,4,0,0,0,6,1,0,0,0,0,18
Shoreline,Washington,Ethiopia,0,7,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,18
State College,Pennsylvania,Ukraine,2,1,0,3,7,0,0,0,0,0,0,0,0,5,0,0,0,18
Mounds View,Minnesota,Iraq,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,4,0,17
Reseda,California,Iraq,0,0,0,0,0,0,2,2,6,0,0,5,2,0,0,0,0,17
Utica,New York,Cambodia,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,17
Oshkosh,Wisconsin,Burundi,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,17
Shoreview,Minnesota,Laos,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Miami Springs,Florida,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,17
Hercules,California,Iraq,0,0,0,0,0,0,4,8,0,5,0,0,0,0,0,0,0,17
New Bern,North Carolina,Bosnia and Herzegovina,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Salinas,California,Iraq,0,0,0,0,0,0,0,1,0,9,4,0,2,1,0,0,0,17
Rothschild,Wisconsin,Laos,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17
Norcross,Georgia,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,17
Lake Elsinore,California,Iraq,0,0,0,0,0,4,0,6,0,0,0,5,1,0,1,0,0,17
Virginia Beach,Virginia,Burma,0,0,0,0,0,7,0,0,5,4,0,1,0,0,0,0,0,17
Providence,Rhode Island,Central African Republic,0,0,0,0,1,0,0,14,0,2,0,0,0,0,0,0,0,17
Ocala,Florida,Cuba,0,0,0,3,0,2,6,1,0,1,0,0,4,0,0,0,0,17
Saint Paul,Minnesota,Russia,7,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,17
Broken Arrow,Oklahoma,Russia,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,8,0,17
Glendale,California,Ukraine,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,9,0,17
Pittsburgh,Pennsylvania,Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,17
Dayton,Ohio,Burma,0,0,0,0,0,9,7,1,0,0,0,0,0,0,0,0,0,17
Goshen,Indiana,Russia,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Everett,Massachusetts,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,17
Woonsocket,Rhode Island,Liberia,0,8,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17
Alameda,California,Afghanistan,0,10,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,17
New Paltz,New York,Iraq,0,0,0,0,0,0,0,4,0,0,0,0,2,11,0,0,0,17
East Haven,Connecticut,Iraq,0,0,0,0,0,0,4,0,4,0,1,8,0,0,0,0,0,17
Colchester,Vermont,Rwanda,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17
Snellville,Georgia,Iraq,0,0,0,0,0,0,0,0,0,0,4,1,12,0,0,0,0,17
Eagan,Minnesota,Ethiopia,0,0,7,3,3,0,1,0,0,0,1,0,0,0,2,0,0,17
Bristol,Tennessee,Liberia,0,0,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,17
Indian Trail,North Carolina,Moldova,2,3,3,0,2,7,0,0,0,0,0,0,0,0,0,0,0,17
Morgantown,West Virginia,Iraq,0,0,0,0,0,0,0,0,0,0,5,0,8,4,0,0,0,17
Cheektowaga,New York,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,17
Conley,Georgia,Sierra Leone,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Hendersonville,Tennessee,Burma,0,0,0,0,0,4,3,1,0,0,0,1,4,4,0,0,0,17
Jefferson City,Missouri,Iraq,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,17
Alpharetta,Georgia,Ukraine,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,7,0,17
El Mirage,Arizona,Iraq,0,0,0,0,0,0,0,9,0,0,0,7,1,0,0,0,0,17
Arlington,Texas,Afghanistan,4,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17
Scranton,Pennsylvania,Cuba,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,17
New Hartford,New York,Burma,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17
Park Ridge,Illinois,Iraq,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,17
Schuyler,Nebraska,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,5,0,17
Hudsonville,Michigan,Liberia,0,0,3,0,13,0,0,1,0,0,0,0,0,0,0,0,0,17
New Brunswick,New Jersey,Sierra Leone,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,17
Moline,Illinois,Somalia,0,0,0,0,3,0,0,6,0,0,0,0,3,5,0,0,0,17
Erie,Pennsylvania,Cuba,0,0,0,0,0,0,4,3,4,0,0,4,2,0,0,0,0,17
Saint Paul,Minnesota,Ukraine,2,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Citrus Heights,California,Afghanistan,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17
Newark,California,Afghanistan,6,0,0,0,2,0,0,0,5,3,1,0,0,0,0,0,0,17
Cleveland,Ohio,Serbia,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Cranberry,Pennsylvania,Bhutan,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,17
Riverdale,Maryland,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,17
